Date,Site,Station_Depth_m,Sample_Depth_m,Sample_Depth_category,Arrival_Time,Departure_Time,Lat_deg,Long_deg,Wind_speed_ms-1,Sky,Secchi_Depth_m,Temp_C,SpCond_uScm-1,BeamAtten_m-1,Transmiss_pct,DO_mgL-1,PAR_uEcm-2s-1,Turbidity_NTU,Particulate_Microcystin_ugL-1,Dissolved_Microcystin_ugL-1,Extracted_PC_ugL-1,Extracted_CHLa_ugL-1,Total_cyanobacteria_genes_copiesmL-1,mycE_genes_copiesmL-1,DIC (uM),TALK,Date_Dec
7/28/25,WE9,8.1,0.75,S,11:30,11:44,41.7174,-83.422283,8,Partly cloudy,1,27.89199091,377.853,7.353072727,17.25384545,7.351872727,757.3027273,21.46,0.52,0.23,11.92,31.27,290804,237,1910.57,2065.715055,2025.575
7/28/25,WE12,6.7,0.75,S,10:37,10:50,41.702083,-83.253933,,Clear,1.75,26.987688,255.83448,4.574104,38.043744,8.109624,2364.48,12.94,0.95,0.16,11.17,20.28,103257,261,1655.19,1867.290393,2025.575
7/28/25,WE12,,6,B,,,,,,,,25.97200833,264.4973333,3.683733333,39.84030833,7.106633333,38.12091667,,0.74,NS,7.74,21.23,NS,NS,,NS,2025.575
7/28/25,WE13,8.9,0.75,S,9:32,9:48,41.742633,-83.136267,7,Clear,2.5,26.29748539,250.6754157,2.46496573,54.81980955,6.172327528,1065.623258,11.31,0.22,BDL,2.89,10.26,27454,112,1671.84,1807.805587,2025.575
7/28/25,WE13,,8,B,,,,,,,,25.88393846,252.2743077,3.635415385,40.31,6.214476923,22.16538462,,BDL,BDL,1.64,9.39,NS,NS,NS,NS,2025.575
7/28/25,WE16,6.1,0.75,S,10:07,10:19,41.658383,-83.144783,6,Clear,2.5,26.70098182,247.2233636,4.698736364,41.92015455,7.608318182,2121.181818,9.25,0.69,0.15,5.08,10.99,39012,158,1660.3,1802.294737,2025.575
8/4/25,WE2,5.7,0.75,S,10:47,11:09,41.76296667,-83.33041667,10,Clear,1.5,24.295876,286.5337267,5.340143333,28.93891733,7.611300667,1782.835,7.72,0.794107152,0.203348685,16.61,14.15,74835,326,1753.058333,1866.798664,2025.591667
8/4/25,WE2,,4.7,B,,,,,,,,24.29409231,287.5867692,4.5419,32.12713846,7.745523077,12.03436154,NS,1.273940477,0.126114093,13.05,12.97,NS,NS,NS,NS,2025.591667
8/4/25,WE4,8.5,0.75,S,8:29,8:48,41.82621667,-83.19581667,14,Clear,2.5,24.12160667,219.4263778,2.827614444,51.70741944,7.373593889,729.0441111,1.69,0.109414628,BDL,2.73,10.62,26109,185,1525.485,1612.156248,2025.591667
8/4/25,WE6,3.3,0.75,S,9:57,10:11,41.70733333,-83.38331667,14,Clear,1,23.73967333,362.4941333,13.21509333,6.132046667,8.191153333,2068.687333,18.08,2.810640635,0.167159258,7.48,23.62,275716,778,1860.8,1990.39644,2025.591667
8/4/25,WE8,5.3,0.75,S,7:48,8:02,41.83381667,-83.35886667,12,Clear,2.5,24.16793495,238.6846613,2.749993548,51.75360699,7.493533871,293.5387634,2.21,0.193458062,0.107407589,1.94,12.09,35910,108,1548.8,1647.546913,2025.591667
8/4/25,WE8,,4.3,B,,,,,,,,24.28458182,238.629,2.654172727,51.50363636,8.208354545,26.58854545,NS,0.184001567,BDL,1.85,11.64,NS,NS,NS,NS,2025.591667
8/4/25,WE9,3.3,0.75,S,10:18,10:30,41.71841667,-83.42026667,12,Clear,1,24.62202766,452.8876596,10.55309149,8.353248936,6.572089362,1041.788936,15.86,2.086077362,0.20367959,43.83,15.39,1030688,95,2000.501667,2088.160211,2025.591667
8/4/25,WE12,6.8,0.75,S,9:14,9:37,41.70688333,-83.2579,11,Clear,1.25,24.47619184,275.2083061,5.854359184,25.42176939,7.723171429,471.0491837,5.95,0.992989278,0.123044019,18.3,15.36,134322,500,1731.691667,1854.988992,2025.591667
8/4/25,WE12,,5.8,B,,,,,,,,24.48005455,275.9111039,4.57228961,31.9761974,7.503038961,298.7267532,NS,0.987391115,0.222469369,18.2,15.18,NS,NS,NS,NS,2025.591667
8/11/25,WE2,5.6,0.75,S,12:36,12:48,41.76241667,-83.33001667,1.5,Clear,1.25,NS,NS,NS,NS,NS,NS,6.87,1.085208835,0.164652306,,29.08,86848,627,1610.715,1764.191481,2025.611111
8/11/25,WE2,,4.6,B,,,,,,,,25.7163,262.8288947,4.940521053,29.08459474,7.743147368,36.228,NS,1.071562469,0.128902225,9.38,26.85,NS,NS,NS,NS,2025.611111
8/11/25,WE4,8.6,0.75,S,9:15,9:30,41.82646667,-83.1941,6.2,Clear,2,NS,NS,NS,NS,NS,NS,1.52,0.329906268,BDL,4.09,11.29,13201,327,1505.578333,1577.247612,2025.611111
8/11/25,WE6,3.2,0.75,S,11:43,11:58,41.70668333,-83.38348333,4.1,Clear,0.75,NS,NS,NS,NS,NS,NS,13.72,7.491512279,0.221069275,22.24,73.72,285512,5830,1401.813333,1631.306717,2025.611111
8/11/25,WE8,4.4,0.75,S,8:35,8:51,41.8342,-83.35858333,6.2,Haze,0.75,NS,NS,NS,NS,NS,NS,16.48,1.232268881,0.167992592,16.89,63.77,325306,4761,1546.06,1721.670977,2025.611111
8/11/25,WE8,,3.4,B,,,,,,,,26.50114667,324.0171,5.990136667,22.36912,9.01827,0.963016,NS,0.323214265,0.302387421,22.72,59.97,NS,NS,NS,NS,2025.611111
8/11/25,WE9,,0.75,S,12:06,12:18,41.71776667,-83.4225,2.1,Clear,0.75,NS,NS,NS,NS,NS,NS,17.33,4.592639143,0.107135143,16.43,58.16,196480,1835,1542.498333,1709.993628,2025.611111
8/11/25,WE12,6.7,0.75,S,11:05,11:18,41.70341667,-83.25423333,3.1,Clear,1.25,NS,NS,NS,NS,NS,NS,3.48,0.939298585,BDL,19.65,28.48,86165,585,1640.19,1773.10141,2025.611111
8/11/25,WE12,,5.7,B,,,,,,,,25.57291111,257.4348333,4.730455556,30.71235556,7.721694444,14.84794444,NS,0.854714133,BDL,5.07,26.26,NS,NS,NS,NS,2025.611111
8/11/25,WE13,9.1,0.75,S,9:49,10:09,41.74246667,-83.13571667,4.1,Clear,1.5,NS,NS,NS,NS,NS,NS,2.38,0.691589887,BDL,10.55,18.42,46067,495,1540.851667,1657.365924,2025.611111
8/11/25,WE13,,8.1,B,,,,,,,,24.86738947,232.1420526,3.127389474,45.82814737,5.909278947,8.418857895,NS,0.890037225,BDL,6.32,18.8,NS,NS,NS,NS,2025.611111
8/11/25,WE16,6.1,0.75,S,10:30,10:45,41.6587,-83.14493333,3.6,Clear,1.75,NS,NS,NS,NS,NS,NS,4.25,0.588385278,BDL,2.26,18.26,37068,218,1725.513333,1826.382651,2025.611111
8/19/25,WE2,5.4,0.75,S,10:39,10:56,41.76266667,-83.3307,6,"Drizzle, Cloudy",0.5,25.51996429,279.1992143,10.59260714,7.269685714,6.495635714,96.28392308,20.3,3.194795117,0.209671626,24.5,40.59,123860,1860,1594.946667,1656.32486,2025.633333
8/19/25,WE2,,0,B,,,,,,,,25.52315,278.3574,9.39685,9.54534,6.76417,3.89E-05,NS,3.019486317,0.402508682,8.16,43.62,NS,NS,NS,NS,2025.633333
8/19/25,WE6,3,0.75,S,9:42,9:59,41.70561667,-83.38533333,3.5,"Drizzle, Cloudy",0.25,25.004252,271.63568,19.615892,0.744608,5.975104,21.23017273,44.33,3.5613599,0.290012241,9.42,51.6,122392,4100,1516.778333,1567.115954,2025.633333
8/19/25,WE9,2.6,0.75,S,10:06,10:23,41.71778333,-83.4228,4,"Drizzle, Cloudy",0.25,25.30609091,390.0723636,16.15490909,1.842318182,6.065881818,93.89975,36.52,3.13357664,0.372599265,20.27,63.98,397000,1477,1788.34,1811.54273,2025.633333
8/19/25,WE12,6.6,0.75,S,8:57,9:19,41.70336667,-83.25445,4,Cloudy,0.75,25.56486364,265.1425455,9.108609091,10.6246,6.941763636,69.04164286,21.42,1.407367243,0.228258684,12.82,32.13,106144,1671,1718.045,1755.463392,2025.633333
8/19/25,WE12,,5.6,B,,,,,,,,25.60120909,265.0992727,8.609481818,11.62107273,7.096172727,6.05E-05,NS,1.283347795,0.253071727,20.33,32.46,NS,NS,NS,NS,2025.633333
8/25/25,WE2,5.3,0.75,S,12:48,13:02,41.76191667,-83.33083333,6,Partly cloudy,1,23.250775,266.6419167,7.107958333,19.62748333,7.600833333,537.0809091,16.05,2.344502584,0.383637581,10.66,24.28,122124,835,1542.42,1682.083965,2025.65
8/25/25,WE2,,4.3,B,,,,,,,,23.17956364,266.7265455,6.005936364,22.28011818,7.341618182,2.941418182,NS,2.314160631,0.348953748,10.61,23.85,NS,NS,NS,NS,2025.65
8/25/25,WE4,8.3,0.75,S,9:38,9:50,41.82571667,-83.19641667,3.5,Partly cloudy,2,23.53383333,234.1619444,14.05639444,6.279211111,7.308255556,489.8144444,2.31,1.205625545,0.217626178,4.83,12.43,35949,799,1548.55,1628.663896,2025.65
8/25/25,WE6,3.1,0.75,S,11:56,12:12,41.70613333,-83.38546667,4,Partly cloudy,0.5,22.10346,339.4504,11.05035,6.32095,7.93148,169.96525,22.89,4.772933179,0.346026964,4.03,57.14,267488,1440,1665.573333,1825.276821,2025.65
8/25/25,WE8,4.9,0.75,S,8:59,9:11,41.83375,-83.36166667,4,Partly cloudy,0.75,23.05469167,276.969,7.078066667,17.04188333,7.143458333,182.7448333,55.18,7.311986997,,4.78,40.12,150080,13798,1481.66,1614.552632,2025.65
8/25/25,WE8,,3.9,B,,,,,,,,23.05598333,276.7630833,7.015641667,17.3104,7.255933333,0.290344167,NS,6.68873096,0.386335254,3.78,37.68,NS,NS,NS,NS,2025.65
8/25/25,WE9,2.7,0.75,S,12:21,12:30,41.71801667,-83.42278333,3.5,Partly cloudy,0.5,22.48193077,372.0586154,12.04440769,4.946923077,7.641838462,618.54,40.46,3.094557084,0.336525575,8.53,56.35,308108,796,1744.768333,1915.378529,2025.65
8/25/25,WE12,6.6,0.75,S,11:20,11:32,41.70346667,-83.25401667,4.5,Partly cloudy,0.75,22.8573,271.5989,7.59019,16.16226,7.41274,939.901,13.54,2.2526979,0.307862697,6.17,23.94,72349,1458,1626.971667,1749.922887,2025.65
8/25/25,WE12,,5.6,B,,,,,,,,22.82436,272.0073,6.42135,20.08246,7.38001,0.477048,NS,3.811606555,0.358688902,2.43,27.15,NS,NS,NS,NS,2025.65
8/25/25,WE13,9,0.75,S,10:14,10:25,41.74588333,-83.13703333,4,Partly cloudy,1.25,23.58925,237.5238,5.2455,27.16647,7.5194,784.522,7.4,1.916973304,0.222889631,5.94,17.11,42074,498,1573.901667,1669.798125,2025.65
8/25/25,WE13,,8,B,,,,,,,,23.6122,237.7769091,4.777372727,30.29143636,7.401554545,0.207003636,NS,0.779153811,0.23323,4.66,17.06,NS,NS,NS,NS,2025.65
8/25/25,WE16,6.2,0.75,S,10:46,11:00,41.66341667,-83.14693333,3,Partly cloudy,0.75,23.02556364,267.5371818,11.65391818,6.489927273,7.733990909,481.4790909,15.58,0.531871484,0.266547323,3.66,17.98,61904,250,1807.715,1876.825791,2025.65
9/2/25,WE2,5.5,0.75,S,12:18,12:32,41.74445,-83.3326,4.12,Clear,1,22.38812727,265.0939091,7.420454545,16.75281818,7.7716,1553.754545,15.13,1.016253453,0.256261688,2.56,18.27,54471,1015,1585.613333,1745.729648,2025.669444
9/2/25,WE2,,4.5,B,,,,,,,,21.21196,285.1709,8.64672,11.51353,7.43261,3.17264,NS,1.235976993,0.292665138,2.29,16.65,NS,NS,NS,NS,2025.669444
9/2/25,WE4,8.4,0.75,S,9:16,9:34,41.82656667,-83.19588333,4.63,Clear,3,21.50113,227.8206,5.936,32.27367,8.21406,831.0236364,3.4,0.976565571,0.221633267,1.1,12.54,21765,547,1558.221667,1643.30943,2025.669444
9/2/25,WE6,3,0.75,S,11:26,11:39,41.70648333,-83.38428333,1.03,Clear,0.5,21.86763333,325.3835,14.4336,2.72915,7.985766667,789.9057143,32.77,1.996199668,0.322375511,2.1,26.28,178429,1283,1636.41,1855.975792,2025.669444
9/2/25,WE8,5,0.75,S,8:33,8:51,41.83438333,-83.3611,3.09,Clear,0.75,21.58454167,276.9854167,9.3729,10.07498333,7.410233333,216.21125,15.21,2.72,0.261222821,2.32,29.45,105728,702,1563.885,1708.827951,2025.669444
9/2/25,WE8,,4,B,,,,,,,,21.59747273,277.1112727,8.330772727,12.46041818,7.514872727,0.633574546,NS,2.058559976,0.324360532,1.21,25.89,NS,NS,NS,NS,2025.669444
9/2/25,WE9,2.7,0.75,S,11:48,12:00,41.71721667,-83.42123333,2.06,Clear,0.5,21.62267917,343.5257917,8.440258333,12.5213375,7.766204167,1061.758929,15.08,1.285555964,0.316854887,3.28,27.48,155326,994,1667.675,1869.669115,2025.669444
9/2/25,WE12,6.6,0.75,S,10:51,11:04,41.70156667,-83.25178333,1.54,Clear,1,21.52483,292.0138,10.293,8.27293,7.67632,932.7890909,17.86,2.425,0.311000027,1.67,25.21,99588,1320,1634.62,1800.205006,2025.669444
9/2/25,WE12,,5.6,B,,,,,,,,21.02813636,292.1980909,9.751527273,8.735772727,7.397990909,0.001982103,NS,2.466026987,0.282238031,1.13,21.32,NS,NS,,NS,2025.669444
9/2/25,WE13,8.8,0.75,S,9:54,10:04,41.74521667,-83.13696667,3.6,Clear,2,21.77732308,235.3172308,5.436007692,27.79774615,7.990723077,1161.737273,4.79,0.85663756,0.246462231,5.05,15.21,43401,684,1555.851667,1686.045939,2025.669444
9/2/25,WE13,,7.8,B,,,,,,,,21.67142222,237.0035556,3.965577778,37.10596667,8.091733333,1.879544444,NS,0.828171509,0.197095494,2.47,13.55,NS,NS,NS,NS,2025.669444
9/2/25,WE16,6.1,0.75,S,10:22,10:31,41.66071667,-83.14508333,1.03,Clear,1.5,21.51667692,257.4863846,6.050684615,26.76663077,7.820276923,1177.689091,10.79,0.723060395,0.265508832,1.13,17.24,99970,488,1700.453333,1842.982638,2025.669444
9/8/25,WE2,5.6,0.75,S,12:00,12:17,41.76285,-83.3292,3.09,Partly cloudy,0.75,19.92595385,284.6428462,7.347353846,17.27600769,7.868707692,1099.045,14.9,0.848210804,0.234358942,3.14,15.8,113088,328,1653.695,,2025.686111
9/8/25,WE2,,4.6,B,,,,,,,,19.534875,285.4706667,5.392916667,25.97011667,7.573583333,3.706546154,NS,0.919482286,0.343826454,1.72,17.34,NS,NS,NS,NS,2025.686111
9/8/25,WE4,8.6,0.75,S,9:16,9:34,41.82738333,-83.19488333,4.63,Clear,1.5,19.84581739,237.0368696,4.727256522,35.50687391,7.841082609,816.854,2.91,0.905919005,0.188333748,1.86,8.91,33269,311,1575.535,,2025.686111
9/8/25,WE6,3.1,0.75,S,11:11,11:24,41.70531667,-83.41896667,3.09,Partly cloudy,0.5,18.68602727,335.8516364,9.751690909,10.62048182,7.952109091,851.5113333,15.47,1.483319172,0.301490527,1.32,21.19,232333,715,1718.655,,2025.686111
9/8/25,WE8,5.2,0.75,S,8:28,8:51,41.8338,-83.35985,3.6,Clear,1,19.27999091,278.841,4.841863636,31.26463636,7.731681818,257.5633333,7.04,0.637046192,0.251950703,0.71,11.04,104009,550,1624.91,,2025.686111
9/8/25,WE8,,4.2,B,,,,,,,,19.27693333,278.6737778,3.956166667,37.19410556,7.643088889,4.8519,NS,0.570482334,0.24426758,1.23,12.38,NS,NS,NS,NS,2025.686111
9/8/25,WE9,2.7,0.75,S,11:32,11:44,41.71788333,-83.42331667,3.09,Partly cloudy,0.5,19.10673333,320.7160667,10.08227333,9.029026667,7.627153333,2445.013333,17.4,1.004276113,0.28451699,0.64,18.6,165442,219,1758.265,,2025.686111
9/8/25,WE12,6.7,0.75,S,10:34,10:48,41.70358333,-83.25243333,3.08,Partly cloudy,1,19.56456923,286.9512308,7.7964,16.05473846,7.912976923,1577.423077,14.85,1.293936037,0.285834483,1.47,18.87,122058,530,1673.945,,2025.686111
9/8/25,WE12,,5.7,B,,,,,,,,19.44392308,297.1671538,7.155015385,16.71733077,7.841353846,0.1148801,NS,,0.185879824,1.29,18.44,NS,NS,NS,NS,2025.686111
9/8/25,WE13,9.1,0.75,S,9:54,10:11,41.74411667,-83.13701667,3.6,Clear,1.5,20.1680125,225.9769375,4.13378125,38.27871875,7.735375,1027.0075,4.11,0.532935943,0.114033543,2.1,7.65,26114,592,1574.783333,,2025.686111
9/8/25,WE13,,8.1,B,,,,,,,,20.171625,225.991625,3.25788125,44.2916375,8.01198125,6.0594,NS,0.40455928,NS,1.53,8.48,NS,NS,NS,NS,2025.686111
9/15/25,WE2,5.5,0.75,S,12:46,13:09,41.76235,-83.33088333,4,Haze,1,21.12814375,293.0220625,6.4025375,28.38769375,7.285475,1672.335294,6.31,0.433314527,0.340665318,,9.35,50270,95,1723.526667,,2025.705556
9/15/25,WE2,,4.5,B,,,,,,,,20.78753158,294.6141579,3.481173684,41.88673684,7.092378947,33.21313333,NS,0.491560049,0.382420064,,9.35,,,,,2025.705556
9/15/25,WE4,8.4,0.75,S,9:20,9:37,41.8258,-83.19583333,5,Clear,1.75,20.81790588,255.8122941,3.691882353,41.63594118,7.483176471,449.0255556,4.39,0.35642336,0.352000167,,6.81,31280,169,1574.521667,,2025.705556
9/15/25,WE6,3,0.75,S,11:46,12:02,41.7056,-83.38518333,4.5,Clear,1,21.35698462,326.805,8.295,14.16739231,7.619169231,1106.836154,11.67,0.316032853,0.316039362,,11.05,54589,33,1751.428333,,2025.705556
9/15/25,WE8,5,0.75,S,8:32,8:51,41.83406667,-83.36078333,4,Clear,1.25,21.13513077,284.3158462,5.699146154,27.62813077,6.988846154,402.466,5.72,0.285691716,0.325011888,,8.85,68238,49,1716.953333,,2025.705556
9/15/25,WE8,,4,B,,,,,,,,21.14443077,284.5513077,4.025730769,36.5521,6.597123077,10.37638667,NS,0.177261849,0.308664026,,8.92,NS,NS,NS,,2025.705556
9/15/25,WE9,2.8,0.75,S,12:10,12:28,41.71775,-83.42351667,5.5,Haze,0.5,21.88566429,423.3054286,13.29435,3.603042857,6.829742857,1222.653636,21.24,0.488404592,0.42896654,,24.67,386776,553,1972.24,,2025.705556
9/15/25,WE12,6.6,0.75,S,11:03,11:22,41.7033,-83.25443333,4.5,Clear,2.75,21.06734444,259.6461111,5.112433333,33.59334444,7.412944444,1354.922222,2.25,,0.298847496,,3.62,28755,18,1720.946667,,2025.705556
9/15/25,WE12,,5.6,B,,,,,,,,20.5452,276.527625,3.1675875,45.6932875,7.4576,55.99575,NS,0.130003018,0.313817234,,4.63,NS,NS,NS,,2025.705556
9/15/25,WE13,9,0.75,S,9:58,10:17,41.74368333,-83.1371,5,Clear,,20.98959167,240.6705833,5.367983333,38.89000833,7.51115,1085.420833,2.53,0.178416916,0.247218238,,4.77,30011,133,1606.656667,,2025.705556
9/15/25,WE13,,8,B,,,,,,,,20.41142857,236.454,4.060328571,36.24080714,5.564478571,8.204961538,NS,0.510128671,0.323131349,,7.69,NS,NS,NS,,2025.705556
9/15/25,WE16,6,0.75,S,10:30,10:44,41.65893333,-83.14436667,5,Clear,2.5,21.157325,261.773125,7.0146625,28.7339875,8.257325,847.3388889,4.01,0.10623204,0.407153211,,5.68,107892,23,1772.813333,,2025.705556
9/23/25,WE2,5.4,0.75,S,11:56,12:03,41.76271667,-83.33108333,2.5,,1.25,22.15953846,271.4047692,4.348823077,34.77330769,6.3983,1370.309091,5.14,BDL,BDL,,7.85,47545,48,1826.063333,,2025.727778
9/23/25,WE2,,4.4,B,,,,,,,,21.79914167,271.8801667,4.168816667,35.27715833,7.401458333,46.69355,NS,0.144257274,BDL,,7.95,NS,NS,NS,,2025.727778
9/23/25,WE4,8.6,0.75,S,8:56,9:10,41.8265,-83.19328333,2.5,Haze,3,21.50188,234.1286667,2.85394,51.92332667,7.310066667,193.921,1.21,0.220022344,BDL,,4.65,11308,55,1597.501667,,2025.727778
9/23/25,WE6,2.9,0.75,S,11:06,11:14,41.70538333,-83.38468333,3,Partly Cloudy,1.25,21.76657,275.2316,5.11071,31.00469,7.44802,378.752,5.38,0.428088823,BDL,,8.48,36882,71,1863.44,,2025.727778
9/23/25,WE8,5,0.75,S,8:16,8:28,41.8343,-83.3586,3.5,Haze,1.25,21.65509,291.0137,4.31924,35.28454,5.52326,199.418,4.82,0.268636009,BDL,,9.77,53533,33,1705.901667,,2025.727778
9/23/25,WE8,,4,B,,,,,,,,22.18493333,288.287,3.908511111,37.63932222,6.653022222,5.48705,NS,0.222880415,0.119689168,,9.24,NS,NS,NS,,2025.727778
9/23/25,WE9,3,0.75,S,11:28,11:34,41.71781667,-83.42315,3.5,,0.5,22.11277,303.2872,10.56840667,7.143613333,7.34351,469.8734483,17.75,0.496156117,BDL,,17.28,124186,168,1888.3,,2025.727778
9/23/25,WE12,6.6,0.75,S,10:31,10:41,41.70313333,-83.25475,3.5,Partly Cloudy,2,21.85256667,269.4555556,3.350211111,43.27675556,7.728377778,210.1114286,3.09,BDL,BDL,,8.26,93654,48,1817.03,,2025.727778
9/23/25,WE12,,5.6,B,,,,,,,,21.69705556,269.6701111,3.248922222,44.38702222,7.582655556,13.28453333,NS,0.140721583,BDL,,8.24,NS,NS,NS,,2025.727778
9/23/25,WE13,8.9,0.75,S,9:30,9:44,41.74275,-83.136,4,Haze,2.5,21.474475,269.774625,3.3788,42.96875,6.3654875,830.7614286,4.16,BDL,BDL,,5.22,22467,32,1691.618333,,2025.727778
9/23/25,WE13,,7.9,B,,,,,,,,21.4524,269.8164286,3.478014286,41.91597143,7.114657143,1.683493548,NS,BDL,BDL,,4.39,NS,NS,NS,,2025.727778
9/23/25,WE16,6.1,0.75,S,10:01,10:10,41.66025,-83.14563333,3,"Haze, Partly Cloudy",3,21.77167143,263.0465714,2.544871429,52.93462857,6.922128571,193.0485714,5.9,0.172911122,BDL,,4.74,51444,36,1772.366667,,2025.727778
9/29/25,WE2,5.4,0.75,S,12:15,12:34,41.7622,-83.3312,4.12,Clear,1,22.42157333,302.272,5.71844,29.00264,8.051213333,1522.554545,3.72,BDL,0.204587668,,13.4,,,1840.97,,2025.744444
9/29/25,WE2,,4.4,B,,,,,,,,22.02734167,303.5864167,3.176233333,45.20133333,7.106608333,44.21953846,NS,0.132567611,0.23168691,,11.41,,,NS,,2025.744444
9/29/25,WE4,8.3,0.75,S,8:59,9:14,41.8267,-83.194,3.09,Clear,5,21.74129375,222.876125,2.61913125,53.65684375,7.12884375,523.626,1.28,BDL,0.100031506,,2.33,,,1593.406667,,2025.744444
9/29/25,WE6,2.8,0.75,S,11:18,11:34,41.7056,-83.3846,3.6,Clear,1,22.41851538,333.4570769,7.436961538,18.52830769,7.416184615,977.2713333,10.11,0.531119951,0.279608702,,22.96,,,1851.076667,,2025.744444
9/29/25,WE8,4.9,0.75,S,8:13,8:32,41.8343,-83.36,4.12,Clear,1.5,22.28168571,290.5529286,4.976928571,31.41005,7.4628,67.68126667,5.05,0.495747052,0.219306926,,9.11,,,1722.563333,,2025.744444
9/29/25,WE8,,3.9,B,,,,,,,,22.28959231,290.5618462,4.012584615,36.67298462,7.544138462,3.156374074,NS,0.456719525,0.260714337,,35,,,NS,,2025.744444
9/29/25,WE9,2.9,0.75,S,11:42,11:57,41.7176,-83.4227,4.12,Clear,0.5,22.64955,362.923875,15.574775,2.0821375,6.9705125,620.0118182,28.94,0.182528299,0.240451678,,24.12,,,1966.305,,2025.744444
9/29/25,WE12,6.6,0.75,S,10:40,10:57,41.7031,-83.2542,3.6,Clear,1.5,22.19663077,273.6906923,5.411823077,32.39730769,6.943961538,1007.949167,3.25,BDL,0.251282575,,6.11,,,1846.92,,2025.744444
9/29/25,WE12,,5.6,B,,,,,,,,22.07879167,273.7925833,3.418708333,42.54215833,7.477616667,26.76157692,NS,BDL,0.166534274,,6.13,,,NS,,2025.744444
9/29/25,WE13,8.9,0.75,S,9:34,9:48,41.7431,-83.1358,3.6,Clear,2.5,21.98591538,276.5188462,4.7877,39.83322308,7.057938462,589.6038462,2.84,BDL,0.277164037,,6.29,,,1715.956667,,2025.744444
9/29/25,WE13,,7.9,B,,,,,,,,21.89409167,278.3265,3.099133333,46.09276667,7.383333333,4.275092857,NS,BDL,0.257160921,,6.6,,,NS,,2025.744444
9/29/25,WE16,6,0.75,S,10:06,10:21,41.6593,-83.1441,2.06,Clear,2.5,22.136125,265.7213333,5.72735,38.44694167,7.310291667,641.1453846,2.71,BDL,0.282063248,,6.41,,,1816.513333,,2025.744444
10/6/25,WE2,5.4,0.75,S,12:13,12:30,41.7627,-83.3308,2.06,Clear,1.5,21.33438519,273.9163704,4.976711111,31.14509259,7.307188889,1470.171429,6.13,BDL,0.159413539,,9.94,,,,,2025.763889
10/6/25,WE2,,4.4,,,,,,,,,21.13750909,277.0846364,4.323345455,33.93108182,7.579736364,39.9054375,NS,BDL,0.152660758,,8.55,,,,,2025.763889
10/6/25,WE4,8.3,0.75,S,10:07,10:17,41.8263,-83.1974,6.69,Partly cloudy,1.5,21.37316667,264.1978333,2.42985,54.47328333,7.7705,714.1609091,2.18,0.129660833,0.195448716,,8.66,,,,,2025.763889
10/6/25,WE6,2.7,0.75,S,11:22,11:54,41.7051,-83.3854,4.12,Partly cloudy,1.5,20.83219259,273.1693704,5.517948148,29.52054444,7.041237037,1431.992857,10.7,BDL,0.219683952,,5.94,,,,,2025.763889
10/6/25,WE8,4.8,0.75,S,9:29,9:41,41.8348,-83.3596,6.69,Partly cloudy,1,21.41235,306.1379,6.06478,25.11323,7.82605,599.3727273,6.27,0.12825442,0.22332594,,11.65,,,,,2025.763889
10/6/25,WE8,,3.8,,,,,,,,,21.40339,306.09465,4.143815,35.488905,6.626365,21.8725,NS,0.118217057,0.179556747,,10.72,,,,,2025.763889
10/6/25,WE9,2.6,0.75,S,11:44,11:55,41.7176,-83.4235,4.12,Partly cloudy,0.75,21.2888814,311.1338372,6.694667442,18.83080698,8.047383721,866.5442857,14.45,0.217182338,0.166587583,,18.08,,,,,2025.763889
10/6/25,WE12,6.6,0.75,S,10:48,10:57,41.7063,-83.255,4.63,Partly cloudy,1.75,21.11547778,262.1217778,4.392533333,33.68876667,8.177433333,1397.585714,4.44,BDL,0.111710224,,8.04,,,,,2025.763889
10/6/25,WE12,,5.6,,,,,,,,,21.06176667,261.9686667,3.806322222,38.61297778,7.996977778,22.62123529,NS,BDL,0.136308495,,7.47,,,,,2025.763889
10/14/25,WE2,5.4,0.75,S,13:04,13:20,41.7625,-83.3307,1.03,Sunny,1.5,18.78395882,293.9319412,6.426941176,22.28843529,7.262647059,861.51,5.39,BDL,0.228947422,,11.62,,,ns,,2025.786111
10/14/25,WE2,,5,B,,,,,,,,18.05415238,296.1455238,4.7466,30.52530952,7.037752381,14.97,,0.236,0.166523506,,18.21,,,ns,,2025.786111
10/14/25,WE4,8.5,0.75,S,10:09,10:20,41.8266,-83.1939,2.57,Partly cloudy,3.5,18.73816667,244.0509444,3.410805556,46.61971667,7.257088889,161.12,1.46,BDL,0.186291698,,5.93,,,ns,,2025.786111
10/14/25,WE6,2.9,0.75,S,12:11,12:20,41.7052,-83.3853,1.54,Partly cloudy,2.9,17.2487,281.378,9.792591667,9.932158333,7.732525,186.02,15.17,0.198034702,1.661996874,,7.76,,,ns,,2025.786111
10/14/25,WE8,4.9,0.75,S,9:32,9:43,41.8344,-83.3604,2.06,Haze,1.5,18.28908824,295.5810588,6.024788235,22.50256471,8.020647059,89.34,7.12,0.148698648,0.229940502,,21.43,,,ns,,2025.786111
10/14/25,WE8,4.9,4,B,,,,,,,,18.26567368,295.7766316,5.535294737,25.06199474,7.920936842,1.5,,0.200464607,0.287662775,,21.33,,,ns,,2025.786111
